date_id,full_date,year,month,day,quarter
20211106,2021-11-06,2021,11,6,4
20220128,2022-01-28,2022,1,28,1
20181026,2018-10-26,2018,10,26,4
20130924,2013-09-24,2013,9,24,3
20151005,2015-10-05,2015,10,5,4
20180904,2018-09-04,2018,9,4,3
20180329,2018-03-29,2018,3,29,1
19991025,1999-10-25,1999,10,25,4
20131003,2013-10-03,2013,10,3,4
20010909,2001-09-09,2001,9,9,3
20200708,2020-07-08,2020,7,8,3
20211124,2021-11-24,2021,11,24,4
20180701,2018-07-01,2018,7,1,3
20130917,2013-09-17,2013,9,17,3
20111028,2011-10-28,2011,10,28,4
19990328,1999-03-28,1999,3,28,1
20030922,2003-09-22,2003,9,22,3
20130923,2013-09-23,2013,9,23,3
20190315,2019-03-15,2019,3,15,1
19901118,1990-11-18,1990,11,18,4
20201003,2020-10-03,2020,10,3,4
19860226,1986-02-26,1986,2,26,1
20180909,2018-09-09,2018,9,9,3
20140112,2014-01-12,2014,1,12,1
20171024,2017-10-24,2017,10,24,4
20130415,2013-04-15,2013,4,15,2
20181025,2018-10-25,2018,10,25,4
19990501,1999-05-01,1999,5,1,2
19930910,1993-09-10,1993,9,10,3
20160719,2016-07-19,2016,7,19,3
20050326,2005-03-26,2005,3,26,1
20150317,2015-03-17,2015,3,17,1
20080903,2008-09-03,2008,9,3,3
20161202,2016-12-02,2016,12,2,4
20120615,2012-06-15,2012,6,15,2
20150828,2015-08-28,2015,8,28,3
20181012,2018-10-12,2018,10,12,4
20100405,2010-04-05,2010,4,5,2
20170426,2017-04-26,2017,4,26,2
20100608,2010-06-08,2010,6,8,2
20130201,2013-02-01,2013,2,1,1
20140809,2014-08-09,2014,8,9,3
20220330,2022-03-30,2022,3,30,1
20090923,2009-09-23,2009,9,23,3
20220113,2022-01-13,2022,1,13,1
20150420,2015-04-20,2015,4,20,2
20150921,2015-09-21,2015,9,21,3
20170405,2017-04-05,2017,4,5,2
19990110,1999-01-10,1999,1,10,1
20081229,2008-12-29,2008,12,29,4
20140415,2014-04-15,2014,4,15,2
20110109,2011-01-09,2011,1,9,1
20200522,2020-05-22,2020,5,22,2
20220921,2022-09-21,2022,9,21,3
20211229,2021-12-29,2021,12,29,4
20130711,2013-07-11,2013,7,11,3
20220901,2022-09-01,2022,9,1,3
20171117,2017-11-17,2017,11,17,4
20100122,2010-01-22,2010,1,22,1
20140108,2014-01-08,2014,1,8,1
20170317,2017-03-17,2017,3,17,1
20191226,2019-12-26,2019,12,26,4
20180103,2018-01-03,2018,1,3,1
20191101,2019-11-01,2019,11,1,4
20080909,2008-09-09,2008,9,9,3
20160121,2016-01-21,2016,1,21,1
20100314,2010-03-14,2010,3,14,1
20130404,2013-04-04,2013,4,4,2
20171013,2017-10-13,2017,10,13,4
20140822,2014-08-22,2014,8,22,3
20140704,2014-07-04,2014,7,4,3
19981007,1998-10-07,1998,10,7,4
20151120,2015-11-20,2015,11,20,4
20151214,2015-12-14,2015,12,14,4
19900910,1990-09-10,1990,9,10,3
20210223,2021-02-23,2021,2,23,1
20030923,2003-09-23,2003,9,23,3
20201225,2020-12-25,2020,12,25,4
20060925,2006-09-25,2006,9,25,3
20111002,2011-10-02,2011,10,2,4
20220414,2022-04-14,2022,4,14,2
20170721,2017-07-21,2017,7,21,3
20200420,2020-04-20,2020,4,20,2
20111023,2011-10-23,2011,10,23,4
20220324,2022-03-24,2022,3,24,1
20031021,2003-10-21,2003,10,21,4
20020602,2002-06-02,2002,6,2,2
20190816,2019-08-16,2019,8,16,3
19980606,1998-06-06,1998,6,6,2
20050206,2005-02-06,2005,2,6,1
20200102,2020-01-02,2020,1,2,1
20070919,2007-09-19,2007,9,19,3
20001016,2000-10-16,2000,10,16,4
20190822,2019-08-22,2019,8,22,3
20120414,2012-04-14,2012,4,14,2
20020920,2002-09-20,2002,9,20,3
20210108,2021-01-08,2021,1,8,1
20220818,2022-08-18,2022,8,18,3
20211118,2021-11-18,2021,11,18,4
20161104,2016-11-04,2016,11,4,4
20100906,2010-09-06,2010,9,6,3
19960207,1996-02-07,1996,2,7,1
19900408,1990-04-08,1990,4,8,2
20110228,2011-02-28,2011,2,28,1
20180620,2018-06-20,2018,6,20,2
20081003,2008-10-03,2008,10,3,4
20090405,2009-04-05,2009,4,5,2
20200918,2020-09-18,2020,9,18,3
20040111,2004-01-11,2004,1,11,1
20220805,2022-08-05,2022,8,5,3
20150824,2015-08-24,2015,8,24,3
19730226,1973-02-26,1973,2,26,1
20190531,2019-05-31,2019,5,31,2
20180113,2018-01-13,2018,1,13,1
20180406,2018-04-06,2018,4,6,2
20100802,2010-08-02,2010,8,2,3
19890705,1989-07-05,1989,7,5,3
20200226,2020-02-26,2020,2,26,1
20201210,2020-12-10,2020,12,10,4
20180202,2018-02-02,2018,2,2,1
20150106,2015-01-06,2015,1,6,1
20080907,2008-09-07,2008,9,7,3
20120106,2012-01-06,2012,1,6,1
20090309,2009-03-09,2009,3,9,1
20140713,2014-07-13,2014,7,13,3
20041003,2004-10-03,2004,10,3,4
20150922,2015-09-22,2015,9,22,3
20041005,2004-10-05,2004,10,5,4
20090105,2009-01-05,2009,1,5,1
20120708,2012-07-08,2012,7,8,3
20160930,2016-09-30,2016,9,30,3
20091128,2009-11-28,2009,11,28,4
20200427,2020-04-27,2020,4,27,2
20011002,2001-10-02,2001,10,2,4
20180810,2018-08-10,2018,8,10,3
20201204,2020-12-04,2020,12,4,4
20170924,2017-09-24,2017,9,24,3
20050923,2005-09-23,2005,9,23,3
19970401,1997-04-01,1997,4,1,2
20110117,2011-01-17,2011,1,17,1
20200123,2020-01-23,2020,1,23,1
20100920,2010-09-20,2010,9,20,3
20100327,2010-03-27,2010,3,27,1
19970310,1997-03-10,1997,3,10,1
20151216,2015-12-16,2015,12,16,4
20210617,2021-06-17,2021,6,17,2
20051227,2005-12-27,2005,12,27,4
20151010,2015-10-10,2015,10,10,4
20110922,2011-09-22,2011,9,22,3
20200617,2020-06-17,2020,6,17,2
20170423,2017-04-23,2017,4,23,2
20120927,2012-09-27,2012,9,27,3
20020923,2002-09-23,2002,9,23,3
20220409,2022-04-09,2022,4,9,2
20160401,2016-04-01,2016,4,1,2
20090917,2009-09-17,2009,9,17,3
20130318,2013-03-18,2013,3,18,1
20170430,2017-04-30,2017,4,30,2
20201209,2020-12-09,2020,12,9,4
20181016,2018-10-16,2018,10,16,4
20191103,2019-11-03,2019,11,3,4
20140925,2014-09-25,2014,9,25,3
20191006,2019-10-06,2019,10,6,4
20161030,2016-10-30,2016,10,30,4
20151031,2015-10-31,2015,10,31,4
19951004,1995-10-04,1995,10,4,4
20170701,2017-07-01,2017,7,1,3
20150605,2015-06-05,2015,6,5,2
20180413,2018-04-13,2018,4,13,2
20210224,2021-02-24,2021,2,24,1
19920905,1992-09-05,1992,9,5,3
20201206,2020-12-06,2020,12,6,4
20180612,2018-06-12,2018,6,12,2
19980403,1998-04-03,1998,4,3,2
20180520,2018-05-20,2018,5,20,2
20200110,2020-01-10,2020,1,10,1
20140406,2014-04-06,2014,4,6,2
20220526,2022-05-26,2022,5,26,2
20110919,2011-09-19,2011,9,19,3
20140309,2014-03-09,2014,3,9,1
20141024,2014-10-24,2014,10,24,4
19970727,1997-07-27,1997,7,27,3
20170619,2017-06-19,2017,6,19,2
20150616,2015-06-16,2015,6,16,2
20170927,2017-09-27,2017,9,27,3
20180322,2018-03-22,2018,3,22,1
20221113,2022-11-13,2022,11,13,4
20171002,2017-10-02,2017,10,2,4
20200329,2020-03-29,2020,3,29,1
20200903,2020-09-03,2020,9,3,3
20041018,2004-10-18,2004,10,18,4
19991112,1999-11-12,1999,11,12,4
20070908,2007-09-08,2007,9,8,3
20011106,2001-11-06,2001,11,6,4
20210707,2021-07-07,2021,7,7,3
20090121,2009-01-21,2009,1,21,1
20160919,2016-09-19,2016,9,19,3
20180924,2018-09-24,2018,9,24,3
20160920,2016-09-20,2016,9,20,3
20210122,2021-01-22,2021,1,22,1
20200424,2020-04-24,2020,4,24,2
20170219,2017-02-19,2017,2,19,1
20160215,2016-02-15,2016,2,15,1
20191018,2019-10-18,2019,10,18,4
19870928,1987-09-28,1987,9,28,3
20200112,2020-01-12,2020,1,12,1
20200814,2020-08-14,2020,8,14,3
20191008,2019-10-08,2019,10,8,4
19980823,1998-08-23,1998,8,23,3
20090409,2009-04-09,2009,4,9,2
20110503,2011-05-03,2011,5,3,2
20170818,2017-08-18,2017,8,18,3
20190705,2019-07-05,2019,7,5,3
20150118,2015-01-18,2015,1,18,1
20221012,2022-10-12,2022,10,12,4
20121006,2012-10-06,2012,10,6,4
20180830,2018-08-30,2018,8,30,3
20170208,2017-02-08,2017,2,8,1
20210604,2021-06-04,2021,6,4,2
20110920,2011-09-20,2011,9,20,3
20141103,2014-11-03,2014,11,3,4
20171102,2017-11-02,2017,11,2,4
20091023,2009-10-23,2009,10,23,4
20210423,2021-04-23,2021,4,23,2
20210625,2021-06-25,2021,6,25,2
20210928,2021-09-28,2021,9,28,3
20191020,2019-10-20,2019,10,20,4
19890415,1989-04-15,1989,4,15,2
20131028,2013-10-28,2013,10,28,4
20210120,2021-01-20,2021,1,20,1
20031102,2003-11-02,2003,11,2,4
20140125,2014-01-25,2014,1,25,1
20200620,2020-06-20,2020,6,20,2
20060203,2006-02-03,2006,2,3,1
20180626,2018-06-26,2018,6,26,2
20190109,2019-01-09,2019,1,9,1
19950904,1995-09-04,1995,9,4,3
20181116,2018-11-16,2018,11,16,4
20140511,2014-05-11,2014,5,11,2
20120326,2012-03-26,2012,3,26,1
20201002,2020-10-02,2020,10,2,4
20180121,2018-01-21,2018,1,21,1
19900101,1990-01-01,1990,1,1,1
20160114,2016-01-14,2016,1,14,1
20200419,2020-04-19,2020,4,19,2
19861011,1986-10-11,1986,10,11,4
20210324,2021-03-24,2021,3,24,1
20140607,2014-06-07,2014,6,7,2
19820926,1982-09-26,1982,9,26,3
20160721,2016-07-21,2016,7,21,3
19660908,1966-09-08,1966,9,8,3
20041027,2004-10-27,2004,10,27,4
20040725,2004-07-25,2004,7,25,3
20130330,2013-03-30,2013,3,30,1
20180504,2018-05-04,2018,5,4,2
20210831,2021-08-31,2021,8,31,3
20200207,2020-02-07,2020,2,7,1
20180408,2018-04-08,2018,4,8,2
20210418,2021-04-18,2021,4,18,2
20200702,2020-07-02,2020,7,2,3
20150115,2015-01-15,2015,1,15,1
20050828,2005-08-28,2005,8,28,3
20170107,2017-01-07,2017,1,7,1
20170707,2017-07-07,2017,7,7,3
20070125,2007-01-25,2007,1,25,1
20200517,2020-05-17,2020,5,17,2
20090824,2009-08-24,2009,8,24,3
20030609,2003-06-09,2003,6,9,2
20030719,2003-07-19,2003,7,19,3
20201218,2020-12-18,2020,12,18,4
20181004,2018-10-04,2018,10,4,4
20090922,2009-09-22,2009,9,22,3
20110619,2011-06-19,2011,6,19,2
20080616,2008-06-16,2008,6,16,2
20001006,2000-10-06,2000,10,6,4
20131104,2013-11-04,2013,11,4,4
20190829,2019-08-29,2019,8,29,3
20050710,2005-07-10,2005,7,10,3
20150630,2015-06-30,2015,6,30,2
20141009,2014-10-09,2014,10,9,4
20220422,2022-04-22,2022,4,22,2
20201004,2020-10-04,2020,10,4,4
20200518,2020-05-18,2020,5,18,2
20191010,2019-10-10,2019,10,10,4
20140726,2014-07-26,2014,7,26,3
20140630,2014-06-30,2014,6,30,2
20210411,2021-04-11,2021,4,11,2
20130111,2013-01-11,2013,1,11,1
20070719,2007-07-19,2007,7,19,3
20020807,2002-08-07,2002,8,7,3
20190107,2019-01-07,2019,1,7,1
20161216,2016-12-16,2016,12,16,4
19750906,1975-09-06,1975,9,6,3
19921031,1992-10-31,1992,10,31,4
20160314,2016-03-14,2016,3,14,1
20010824,2001-08-24,2001,8,24,3
20160522,2016-05-22,2016,5,22,2
20221117,2022-11-17,2022,11,17,4
20151117,2015-11-17,2015,11,17,4
19931103,1993-11-03,1993,11,3,4
20220913,2022-09-13,2022,9,13,3
20200428,2020-04-28,2020,4,28,2
20200430,2020-04-30,2020,4,30,2
19860922,1986-09-22,1986,9,22,3
20150914,2015-09-14,2015,9,14,3
20080418,2008-04-18,2008,4,18,2
20101126,2010-11-26,2010,11,26,4
20210924,2021-09-24,2021,9,24,3
20170910,2017-09-10,2017,9,10,3
20160712,2016-07-12,2016,7,12,3
20050109,2005-01-09,2005,1,9,1
20161223,2016-12-23,2016,12,23,4
20031203,2003-12-03,2003,12,3,4
20070813,2007-08-13,2007,8,13,3
19960927,1996-09-27,1996,9,27,3
20150116,2015-01-16,2015,1,16,1
20040403,2004-04-03,2004,4,3,2
20170811,2017-08-11,2017,8,11,3
20140927,2014-09-27,2014,9,27,3
20200119,2020-01-19,2020,1,19,1
20201009,2020-10-09,2020,10,9,4
20190108,2019-01-08,2019,1,8,1
20060305,2006-03-05,2006,3,5,1
20170929,2017-09-29,2017,9,29,3
20210701,2021-07-01,2021,7,1,3
20150110,2015-01-10,2015,1,10,1
19870922,1987-09-22,1987,9,22,3
20191129,2019-11-29,2019,11,29,4
20120401,2012-04-01,2012,4,1,2
20200710,2020-07-10,2020,7,10,3
20150323,2015-03-23,2015,3,23,1
20050804,2005-08-04,2005,8,4,3
20211107,2021-11-07,2021,11,7,4
20220608,2022-06-08,2022,6,8,2
20160108,2016-01-08,2016,1,8,1
19941119,1994-11-19,1994,11,19,4
20180817,2018-08-17,2018,8,17,3
20130916,2013-09-16,2013,9,16,3
20190912,2019-09-12,2019,9,12,3
20051208,2005-12-08,2005,12,8,4
20170802,2017-08-02,2017,8,2,3
20200131,2020-01-31,2020,1,31,1
20100723,2010-07-23,2010,7,23,3
20040907,2004-09-07,2004,9,7,3
20100919,2010-09-19,2010,9,19,3
20200426,2020-04-26,2020,4,26,2
20100712,2010-07-12,2010,7,12,3
20100504,2010-05-04,2010,5,4,2
20160112,2016-01-12,2016,1,12,1
20040715,2004-07-15,2004,7,15,3
20200515,2020-05-15,2020,5,15,2
20020712,2002-07-12,2002,7,12,3
20140707,2014-07-07,2014,7,7,3
19910426,1991-04-26,1991,4,26,2
20180925,2018-09-25,2018,9,25,3
19870405,1987-04-05,1987,4,5,2
19880131,1988-01-31,1988,1,31,1
20120110,2012-01-10,2012,1,10,1
20160202,2016-02-02,2016,2,2,1
20160710,2016-07-10,2016,7,10,3
20141010,2014-10-10,2014,10,10,4
20050920,2005-09-20,2005,9,20,3
20091012,2009-10-12,2009,10,12,4
19830123,1983-01-23,1983,1,23,1
19850123,1985-01-23,1985,1,23,1
20181115,2018-11-15,2018,11,15,4
20001003,2000-10-03,2000,10,3,4
20160221,2016-02-21,2016,2,21,1
20190125,2019-01-25,2019,1,25,1
20090308,2009-03-08,2009,3,8,1
20200716,2020-07-16,2020,7,16,3
20140629,2014-06-29,2014,6,29,2
20100926,2010-09-26,2010,9,26,3
19920307,1992-03-07,1992,3,7,1
20140622,2014-06-22,2014,6,22,2
20010330,2001-03-30,2001,3,30,1
19830501,1983-05-01,1983,5,1,2
20210219,2021-02-19,2021,2,19,1
20001005,2000-10-05,2000,10,5,4
20071014,2007-10-14,2007,10,14,4
20160105,2016-01-05,2016,1,5,1
20160923,2016-09-23,2016,9,23,3
20200121,2020-01-21,2020,1,21,1
20180603,2018-06-03,2018,6,3,2
20000418,2000-04-18,2000,4,18,2
19991005,1999-10-05,1999,10,5,4
20220217,2022-02-17,2022,2,17,1
20160921,2016-09-21,2016,9,21,3
20171121,2017-11-21,2017,11,21,4
20171011,2017-10-11,2017,10,11,4
20010603,2001-06-03,2001,6,3,2
20150916,2015-09-16,2015,9,16,3
20080920,2008-09-20,2008,9,20,3
19740911,1974-09-11,1974,9,11,3
19981118,1998-11-18,1998,11,18,4
20200711,2020-07-11,2020,7,11,3
20160720,2016-07-20,2016,7,20,3
20210504,2021-05-04,2021,5,4,2
20210113,2021-01-13,2021,1,13,1
19961007,1996-10-07,1996,10,7,4
20211021,2021-10-21,2021,10,21,4
20180706,2018-07-06,2018,7,6,3
20180116,2018-01-16,2018,1,16,1
20191028,2019-10-28,2019,10,28,4
20220203,2022-02-03,2022,2,3,1
19950116,1995-01-16,1995,1,16,1
20191205,2019-12-05,2019,12,5,4
19600930,1960-09-30,1960,9,30,3
20221020,2022-10-20,2022,10,20,4
20121002,2012-10-02,2012,10,2,4
20200417,2020-04-17,2020,4,17,2
20181027,2018-10-27,2018,10,27,4
20080113,2008-01-13,2008,1,13,1
19931016,1993-10-16,1993,10,16,4
20070322,2007-03-22,2007,3,22,1
19591002,1959-10-02,1959,10,2,4
20060406,2006-04-06,2006,4,6,2
20130130,2013-01-30,2013,1,30,1
20141013,2014-10-13,2014,10,13,4
20040510,2004-05-10,2004,5,10,2
20210220,2021-02-20,2021,2,20,1
19890610,1989-06-10,1989,6,10,2
20211119,2021-11-19,2021,11,19,4
20150707,2015-07-07,2015,7,7,3
20160117,2016-01-17,2016,1,17,1
20210111,2021-01-11,2021,1,11,1
20110106,2011-01-06,2011,1,6,1
20190307,2019-03-07,2019,3,7,1
20170113,2017-01-13,2017,1,13,1
20210110,2021-01-10,2021,1,10,1
20031004,2003-10-04,2003,10,4,4
20150301,2015-03-01,2015,3,1,1
20210708,2021-07-08,2021,7,8,3
20210715,2021-07-15,2021,7,15,3
20091112,2009-11-12,2009,11,12,4
20100423,2010-04-23,2010,4,23,2
20120527,2012-05-27,2012,5,27,2
20050807,2005-08-07,2005,8,7,3
20150113,2015-01-13,2015,1,13,1
20140912,2014-09-12,2014,9,12,3
20180226,2018-02-26,2018,2,26,1
20131017,2013-10-17,2013,10,17,4
20170112,2017-01-12,2017,1,12,1
19990307,1999-03-07,1999,3,7,1
20121015,2012-10-15,2012,10,15,4
20180326,2018-03-26,2018,3,26,1
20100924,2010-09-24,2010,9,24,3
20131218,2013-12-18,2013,12,18,4
20000909,2000-09-09,2000,9,9,3
20230621,2023-06-21,2023,6,21,2
20181130,2018-11-30,2018,11,30,4
19940131,1994-01-31,1994,1,31,1
19831013,1983-10-13,1983,10,13,4
20161116,2016-11-16,2016,11,16,4
20140921,2014-09-21,2014,9,21,3
20031208,2003-12-08,2003,12,8,4
19940919,1994-09-19,1994,9,19,3
20190328,2019-03-28,2019,3,28,1
20100705,2010-07-05,2010,7,5,3
19850929,1985-09-29,1985,9,29,3
20130512,2013-05-12,2013,5,12,2
20211015,2021-10-15,2021,10,15,4
19960428,1996-04-28,1996,4,28,2
20200415,2020-04-15,2020,4,15,2
20040118,2004-01-18,2004,1,18,1
20200109,2020-01-09,2020,1,9,1
20020720,2002-07-20,2002,7,20,3
20180826,2018-08-26,2018,8,26,3
20220220,2022-02-20,2022,2,20,1
20190712,2019-07-12,2019,7,12,3
20190731,2019-07-31,2019,7,31,3
20130304,2013-03-04,2013,3,4,1
20040731,2004-07-31,2004,7,31,3
20070817,2007-08-17,2007,8,17,3
20180325,2018-03-25,2018,3,25,1
20150514,2015-05-14,2015,5,14,2
20010709,2001-07-09,2001,7,9,3
20150621,2015-06-21,2015,6,21,2
20150612,2015-06-12,2015,6,12,2
20180921,2018-09-21,2018,9,21,3
19650918,1965-09-18,1965,9,18,3
20150107,2015-01-07,2015,1,7,1
20090519,2009-05-19,2009,5,19,2
20180111,2018-01-11,2018,1,11,1
20040321,2004-03-21,2004,3,21,1
20030805,2003-08-05,2003,8,5,3
20180708,2018-07-08,2018,7,8,3
20080308,2008-03-08,2008,3,8,1
20110926,2011-09-26,2011,9,26,3
20161106,2016-11-06,2016,11,6,4
20071012,2007-10-12,2007,10,12,4
20210923,2021-09-23,2021,9,23,3
19960110,1996-01-10,1996,1,10,1
20181113,2018-11-13,2018,11,13,4
20110921,2011-09-21,2011,9,21,3
20010926,2001-09-26,2001,9,26,3
20150925,2015-09-25,2015,9,25,3
20130630,2013-06-30,2013,6,30,2
20060707,2006-07-07,2006,7,7,3
20210903,2021-09-03,2021,9,3,3
20220630,2022-06-30,2022,6,30,2
20220225,2022-02-25,2022,2,25,1
19930828,1993-08-28,1993,8,28,3
19930103,1993-01-03,1993,1,3,1
19970518,1997-05-18,1997,5,18,2
20210225,2021-02-25,2021,2,25,1
20161022,2016-10-22,2016,10,22,4
19930916,1993-09-16,1993,9,16,3
19920911,1992-09-11,1992,9,11,3
20190308,2019-03-08,2019,3,8,1
20150404,2015-04-04,2015,4,4,2
20121005,2012-10-05,2012,10,5,4
20191128,2019-11-28,2019,11,28,4
20120903,2012-09-03,2012,9,3,3
20120111,2012-01-11,2012,1,11,1
20190201,2019-02-01,2019,2,1,1
20181002,2018-10-02,2018,10,2,4
20160224,2016-02-24,2016,2,24,1
20230831,2023-08-31,2023,8,31,3
20130812,2013-08-12,2013,8,12,3
19990104,1999-01-04,1999,1,4,1
20190112,2019-01-12,2019,1,12,1
20010810,2001-08-10,2001,8,10,3
20191207,2019-12-07,2019,12,7,4
20080804,2008-08-04,2008,8,4,3
20110403,2011-04-03,2011,4,3,2
20151014,2015-10-14,2015,10,14,4
20170622,2017-06-22,2017,6,22,2
20140627,2014-06-27,2014,6,27,2
20210806,2021-08-06,2021,8,6,3
19901004,1990-10-04,1990,10,4,4
20021020,2002-10-20,2002,10,20,4
19730228,1973-02-28,1973,2,28,1
19690913,1969-09-13,1969,9,13,3
20150411,2015-04-11,2015,4,11,2
20200405,2020-04-05,2020,4,5,2
20211022,2021-10-22,2021,10,22,4
20171206,2017-12-06,2017,12,6,4
20021206,2002-12-06,2002,12,6,4
19950909,1995-09-09,1995,9,9,3
20170316,2017-03-16,2017,3,16,1
20211029,2021-10-29,2021,10,29,4
20150709,2015-07-09,2015,7,9,3
19871214,1987-12-14,1987,12,14,4
20200118,2020-01-18,2020,1,18,1
20161003,2016-10-03,2016,10,3,4
19930913,1993-09-13,1993,9,13,3
20190408,2019-04-08,2019,4,8,2
20061005,2006-10-05,2006,10,5,4
19980407,1998-04-07,1998,4,7,2
19990925,1999-09-25,1999,9,25,3
20110406,2011-04-06,2011,4,6,2
19640917,1964-09-17,1964,9,17,3
20221025,2022-10-25,2022,10,25,4
20161206,2016-12-06,2016,12,6,4
20200706,2020-07-06,2020,7,6,3
20020312,2002-03-12,2002,3,12,1
20001015,2000-10-15,2000,10,15,4
19970712,1997-07-12,1997,7,12,3
20190416,2019-04-16,2019,4,16,2
20101020,2010-10-20,2010,10,20,4
20091103,2009-11-03,2009,11,3,4
20161017,2016-10-17,2016,10,17,4
20180316,2018-03-16,2018,3,16,1
20210507,2021-05-07,2021,5,7,2
20200122,2020-01-22,2020,1,22,1
20151115,2015-11-15,2015,11,15,4
20161129,2016-11-29,2016,11,29,4
19960108,1996-01-08,1996,1,8,1
20200429,2020-04-29,2020,4,29,2
19890326,1989-03-26,1989,3,26,1
19910811,1991-08-11,1991,8,11,3
20201025,2020-10-25,2020,10,25,4
20170203,2017-02-03,2017,2,3,1
20190719,2019-07-19,2019,7,19,3
20200101,2020-01-01,2020,1,1,1
20161117,2016-11-17,2016,11,17,4
20110930,2011-09-30,2011,9,30,3
20070401,2007-04-01,2007,4,1,2
20200704,2020-07-04,2020,7,4,3
20091002,2009-10-02,2009,10,2,4
19750919,1975-09-19,1975,9,19,3
20140705,2014-07-05,2014,7,5,3
20170803,2017-08-03,2017,8,3,3
20100316,2010-03-16,2010,3,16,1
20220624,2022-06-24,2022,6,24,2
20060324,2006-03-24,2006,3,24,1
20130526,2013-05-26,2013,5,26,2
20090802,2009-08-02,2009,8,2,3
20141112,2014-11-12,2014,11,12,4
20090629,2009-06-29,2009,6,29,2
20160906,2016-09-06,2016,9,6,3
20200816,2020-08-16,2020,8,16,3
19890820,1989-08-20,1989,8,20,3
20120807,2012-08-07,2012,8,7,3
20100213,2010-02-13,2010,2,13,1
20050318,2005-03-18,2005,3,18,1
20150927,2015-09-27,2015,9,27,3
20061011,2006-10-11,2006,10,11,4
20220629,2022-06-29,2022,6,29,2
20210711,2021-07-11,2021,7,11,3
20140427,2014-04-27,2014,4,27,2
20040711,2004-07-11,2004,7,11,3
20170712,2017-07-12,2017,7,12,3
20161115,2016-11-15,2016,11,15,4
20100317,2010-03-17,2010,3,17,1
20201217,2020-12-17,2020,12,17,4
19870918,1987-09-18,1987,9,18,3
20090930,2009-09-30,2009,9,30,3
20150711,2015-07-11,2015,7,11,3
20120928,2012-09-28,2012,9,28,3
20180422,2018-04-22,2018,4,22,2
19710915,1971-09-15,1971,9,15,3
