date_id,full_date,year,month,day,quarter
88,2018-10-26,2018,10,26,4
89,2013-09-24,2013,9,24,3
90,2015-10-05,2015,10,5,4
91,2018-09-04,2018,9,4,3
92,2018-03-29,2018,3,29,1
93,1999-10-25,1999,10,25,4
94,2013-10-03,2013,10,3,4
95,2001-09-09,2001,9,9,3
96,2020-07-08,2020,7,8,3
97,2021-11-24,2021,11,24,4
98,2018-07-01,2018,7,1,3
99,2013-09-17,2013,9,17,3
100,2011-10-28,2011,10,28,4
101,1999-03-28,1999,3,28,1
102,2003-09-22,2003,9,22,3
103,2013-09-23,2013,9,23,3
104,2019-03-15,2019,3,15,1
105,1990-11-18,1990,11,18,4
106,2020-10-03,2020,10,3,4
107,1986-02-26,1986,2,26,1
108,2018-09-09,2018,9,9,3
109,2014-01-12,2014,1,12,1
110,2017-10-24,2017,10,24,4
111,2013-04-15,2013,4,15,2
112,2018-10-25,2018,10,25,4
113,1999-05-01,1999,5,1,2
114,1993-09-10,1993,9,10,3
115,2016-07-19,2016,7,19,3
116,2005-03-26,2005,3,26,1
117,2015-03-17,2015,3,17,1
118,2008-09-03,2008,9,3,3
119,2016-12-02,2016,12,2,4
120,2012-06-15,2012,6,15,2
121,2015-08-28,2015,8,28,3
122,2018-10-12,2018,10,12,4
123,2010-04-05,2010,4,5,2
124,2017-04-26,2017,4,26,2
125,2010-06-08,2010,6,8,2
126,2013-02-01,2013,2,1,1
127,2014-08-09,2014,8,9,3
128,2022-03-30,2022,3,30,1
129,2009-09-23,2009,9,23,3
130,2022-01-13,2022,1,13,1
131,2015-04-20,2015,4,20,2
132,2015-09-21,2015,9,21,3
133,2017-04-05,2017,4,5,2
134,1999-01-10,1999,1,10,1
135,2008-12-29,2008,12,29,4
136,2014-04-15,2014,4,15,2
137,2011-01-09,2011,1,9,1
138,2020-05-22,2020,5,22,2
139,2022-09-21,2022,9,21,3
140,2021-12-29,2021,12,29,4
141,2013-07-11,2013,7,11,3
142,2022-09-01,2022,9,1,3
143,2017-11-17,2017,11,17,4
144,2010-01-22,2010,1,22,1
145,2014-01-08,2014,1,8,1
146,2017-03-17,2017,3,17,1
147,2019-12-26,2019,12,26,4
148,2018-01-03,2018,1,3,1
149,2019-11-01,2019,11,1,4
150,2008-09-09,2008,9,9,3
151,2016-01-21,2016,1,21,1
152,2010-03-14,2010,3,14,1
153,2013-04-04,2013,4,4,2
154,2017-10-13,2017,10,13,4
155,2014-08-22,2014,8,22,3
156,2014-07-04,2014,7,4,3
157,1998-10-07,1998,10,7,4
158,2015-11-20,2015,11,20,4
159,2015-12-14,2015,12,14,4
160,1990-09-10,1990,9,10,3
161,2021-02-23,2021,2,23,1
162,2003-09-23,2003,9,23,3
163,2020-12-25,2020,12,25,4
164,2006-09-25,2006,9,25,3
165,2011-10-02,2011,10,2,4
166,2022-04-14,2022,4,14,2
167,2017-07-21,2017,7,21,3
168,2020-04-20,2020,4,20,2
169,2011-10-23,2011,10,23,4
170,2022-03-24,2022,3,24,1
171,2003-10-21,2003,10,21,4
172,2002-06-02,2002,6,2,2
173,2019-08-16,2019,8,16,3
174,1998-06-06,1998,6,6,2
175,2005-02-06,2005,2,6,1
176,2020-01-02,2020,1,2,1
177,2007-09-19,2007,9,19,3
178,2000-10-16,2000,10,16,4
179,2019-08-22,2019,8,22,3
180,2012-04-14,2012,4,14,2
181,2002-09-20,2002,9,20,3
182,2021-01-08,2021,1,8,1
183,2022-08-18,2022,8,18,3
184,2021-11-18,2021,11,18,4
185,2016-11-04,2016,11,4,4
186,2010-09-06,2010,9,6,3
187,1996-02-07,1996,2,7,1
188,1990-04-08,1990,4,8,2
189,2011-02-28,2011,2,28,1
190,2018-06-20,2018,6,20,2
191,2008-10-03,2008,10,3,4
192,2009-04-05,2009,4,5,2
193,2020-09-18,2020,9,18,3
194,2004-01-11,2004,1,11,1
195,2022-08-05,2022,8,5,3
196,2015-08-24,2015,8,24,3
197,1973-02-26,1973,2,26,1
198,2019-05-31,2019,5,31,2
199,2018-01-13,2018,1,13,1
200,2018-04-06,2018,4,6,2
201,2010-08-02,2010,8,2,3
202,1989-07-05,1989,7,5,3
203,2020-02-26,2020,2,26,1
204,2020-12-10,2020,12,10,4
205,2018-02-02,2018,2,2,1
206,2015-01-06,2015,1,6,1
207,2008-09-07,2008,9,7,3
208,2012-01-06,2012,1,6,1
209,2009-03-09,2009,3,9,1
210,2014-07-13,2014,7,13,3
211,2004-10-03,2004,10,3,4
212,2015-09-22,2015,9,22,3
213,2004-10-05,2004,10,5,4
214,2009-01-05,2009,1,5,1
215,2012-07-08,2012,7,8,3
216,2016-09-30,2016,9,30,3
217,2009-11-28,2009,11,28,4
218,2020-04-27,2020,4,27,2
219,2001-10-02,2001,10,2,4
220,2018-08-10,2018,8,10,3
221,2020-12-04,2020,12,4,4
222,2017-09-24,2017,9,24,3
223,2005-09-23,2005,9,23,3
224,1997-04-01,1997,4,1,2
225,2011-01-17,2011,1,17,1
226,2020-01-23,2020,1,23,1
227,2010-09-20,2010,9,20,3
228,2010-03-27,2010,3,27,1
229,1997-03-10,1997,3,10,1
230,2015-12-16,2015,12,16,4
231,2021-06-17,2021,6,17,2
232,2005-12-27,2005,12,27,4
233,2015-10-10,2015,10,10,4
234,2011-09-22,2011,9,22,3
235,2020-06-17,2020,6,17,2
236,2017-04-23,2017,4,23,2
237,2012-09-27,2012,9,27,3
238,2002-09-23,2002,9,23,3
239,2022-04-09,2022,4,9,2
240,2016-04-01,2016,4,1,2
241,2009-09-17,2009,9,17,3
242,2013-03-18,2013,3,18,1
243,2017-04-30,2017,4,30,2
244,2020-12-09,2020,12,9,4
245,2018-10-16,2018,10,16,4
246,2019-11-03,2019,11,3,4
247,2014-09-25,2014,9,25,3
248,2019-10-06,2019,10,6,4
249,2016-10-30,2016,10,30,4
250,2015-10-31,2015,10,31,4
251,1995-10-04,1995,10,4,4
252,2017-07-01,2017,7,1,3
253,2015-06-05,2015,6,5,2
254,2018-04-13,2018,4,13,2
255,2021-02-24,2021,2,24,1
256,1992-09-05,1992,9,5,3
257,2020-12-06,2020,12,6,4
258,2018-06-12,2018,6,12,2
259,1998-04-03,1998,4,3,2
260,2018-05-20,2018,5,20,2
261,2020-01-10,2020,1,10,1
262,2014-04-06,2014,4,6,2
263,2022-05-26,2022,5,26,2
264,2011-09-19,2011,9,19,3
265,2014-03-09,2014,3,9,1
266,2014-10-24,2014,10,24,4
267,1997-07-27,1997,7,27,3
268,2017-06-19,2017,6,19,2
269,2015-06-16,2015,6,16,2
270,2017-09-27,2017,9,27,3
271,2018-03-22,2018,3,22,1
272,2022-11-13,2022,11,13,4
273,2017-10-02,2017,10,2,4
274,2020-03-29,2020,3,29,1
275,2020-09-03,2020,9,3,3
276,2004-10-18,2004,10,18,4
277,1999-11-12,1999,11,12,4
278,2007-09-08,2007,9,8,3
279,2001-11-06,2001,11,6,4
280,2021-07-07,2021,7,7,3
281,2009-01-21,2009,1,21,1
282,2016-09-19,2016,9,19,3
283,2018-09-24,2018,9,24,3
284,2016-09-20,2016,9,20,3
285,2021-01-22,2021,1,22,1
286,2020-04-24,2020,4,24,2
287,2017-02-19,2017,2,19,1
288,2016-02-15,2016,2,15,1
289,2019-10-18,2019,10,18,4
290,1987-09-28,1987,9,28,3
291,2020-01-12,2020,1,12,1
292,2020-08-14,2020,8,14,3
293,2019-10-08,2019,10,8,4
294,1998-08-23,1998,8,23,3
295,2009-04-09,2009,4,9,2
296,2011-05-03,2011,5,3,2
297,2017-08-18,2017,8,18,3
298,2019-07-05,2019,7,5,3
299,2015-01-18,2015,1,18,1
300,2022-10-12,2022,10,12,4
301,2012-10-06,2012,10,6,4
302,2018-08-30,2018,8,30,3
303,2017-02-08,2017,2,8,1
304,2021-06-04,2021,6,4,2
305,2011-09-20,2011,9,20,3
306,2014-11-03,2014,11,3,4
307,2017-11-02,2017,11,2,4
308,2009-10-23,2009,10,23,4
309,2021-04-23,2021,4,23,2
310,2021-06-25,2021,6,25,2
311,2021-09-28,2021,9,28,3
312,2019-10-20,2019,10,20,4
313,1989-04-15,1989,4,15,2
314,2013-10-28,2013,10,28,4
315,2021-01-20,2021,1,20,1
316,2003-11-02,2003,11,2,4
317,2014-01-25,2014,1,25,1
318,2020-06-20,2020,6,20,2
319,2006-02-03,2006,2,3,1
320,2018-06-26,2018,6,26,2
321,2019-01-09,2019,1,9,1
322,1995-09-04,1995,9,4,3
323,2018-11-16,2018,11,16,4
324,2014-05-11,2014,5,11,2
325,2012-03-26,2012,3,26,1
326,2020-10-02,2020,10,2,4
327,2018-01-21,2018,1,21,1
328,1990-01-01,1990,1,1,1
329,2016-01-14,2016,1,14,1
330,2020-04-19,2020,4,19,2
331,1986-10-11,1986,10,11,4
332,2021-03-24,2021,3,24,1
333,2014-06-07,2014,6,7,2
334,1982-09-26,1982,9,26,3
335,2016-07-21,2016,7,21,3
336,1966-09-08,1966,9,8,3
337,2004-10-27,2004,10,27,4
338,2004-07-25,2004,7,25,3
339,2013-03-30,2013,3,30,1
340,2018-05-04,2018,5,4,2
341,2021-08-31,2021,8,31,3
342,2020-02-07,2020,2,7,1
343,2018-04-08,2018,4,8,2
344,2021-04-18,2021,4,18,2
345,2020-07-02,2020,7,2,3
346,2015-01-15,2015,1,15,1
347,2005-08-28,2005,8,28,3
348,2017-01-07,2017,1,7,1
349,2017-07-07,2017,7,7,3
350,2007-01-25,2007,1,25,1
351,2020-05-17,2020,5,17,2
352,2009-08-24,2009,8,24,3
353,2003-06-09,2003,6,9,2
354,2003-07-19,2003,7,19,3
355,2020-12-18,2020,12,18,4
356,2018-10-04,2018,10,4,4
357,2009-09-22,2009,9,22,3
358,2011-06-19,2011,6,19,2
359,2008-06-16,2008,6,16,2
360,2000-10-06,2000,10,6,4
361,2013-11-04,2013,11,4,4
362,2019-08-29,2019,8,29,3
363,2005-07-10,2005,7,10,3
364,2015-06-30,2015,6,30,2
365,2014-10-09,2014,10,9,4
366,2022-04-22,2022,4,22,2
367,2020-10-04,2020,10,4,4
368,2020-05-18,2020,5,18,2
369,2019-10-10,2019,10,10,4
370,2014-07-26,2014,7,26,3
371,2014-06-30,2014,6,30,2
372,2021-04-11,2021,4,11,2
373,2013-01-11,2013,1,11,1
374,2007-07-19,2007,7,19,3
375,2002-08-07,2002,8,7,3
376,2019-01-07,2019,1,7,1
377,2016-12-16,2016,12,16,4
378,1975-09-06,1975,9,6,3
379,1992-10-31,1992,10,31,4
380,2016-03-14,2016,3,14,1
381,2001-08-24,2001,8,24,3
382,2016-05-22,2016,5,22,2
383,2022-11-17,2022,11,17,4
384,2015-11-17,2015,11,17,4
385,1993-11-03,1993,11,3,4
386,2022-09-13,2022,9,13,3
387,2020-04-28,2020,4,28,2
388,2020-04-30,2020,4,30,2
389,1986-09-22,1986,9,22,3
390,2015-09-14,2015,9,14,3
391,2008-04-18,2008,4,18,2
392,2010-11-26,2010,11,26,4
393,2021-09-24,2021,9,24,3
394,2017-09-10,2017,9,10,3
395,2016-07-12,2016,7,12,3
396,2005-01-09,2005,1,9,1
397,2016-12-23,2016,12,23,4
398,2003-12-03,2003,12,3,4
399,2007-08-13,2007,8,13,3
400,1996-09-27,1996,9,27,3
401,2015-01-16,2015,1,16,1
402,2004-04-03,2004,4,3,2
403,2017-08-11,2017,8,11,3
404,2014-09-27,2014,9,27,3
405,2020-01-19,2020,1,19,1
406,2020-10-09,2020,10,9,4
407,2019-01-08,2019,1,8,1
408,2006-03-05,2006,3,5,1
409,2017-09-29,2017,9,29,3
410,2021-07-01,2021,7,1,3
411,2015-01-10,2015,1,10,1
412,1987-09-22,1987,9,22,3
413,2019-11-29,2019,11,29,4
414,2012-04-01,2012,4,1,2
415,2020-07-10,2020,7,10,3
416,2015-03-23,2015,3,23,1
417,2005-08-04,2005,8,4,3
418,2021-11-07,2021,11,7,4
419,2022-06-08,2022,6,8,2
420,2016-01-08,2016,1,8,1
421,1994-11-19,1994,11,19,4
422,2018-08-17,2018,8,17,3
423,2013-09-16,2013,9,16,3
424,2019-09-12,2019,9,12,3
425,2005-12-08,2005,12,8,4
426,2017-08-02,2017,8,2,3
427,2020-01-31,2020,1,31,1
428,2010-07-23,2010,7,23,3
429,2004-09-07,2004,9,7,3
430,2010-09-19,2010,9,19,3
431,2020-04-26,2020,4,26,2
432,2010-07-12,2010,7,12,3
433,2010-05-04,2010,5,4,2
434,2016-01-12,2016,1,12,1
435,2004-07-15,2004,7,15,3
436,2020-05-15,2020,5,15,2
437,2002-07-12,2002,7,12,3
438,2014-07-07,2014,7,7,3
439,1991-04-26,1991,4,26,2
440,2018-09-25,2018,9,25,3
441,1987-04-05,1987,4,5,2
442,1988-01-31,1988,1,31,1
443,2012-01-10,2012,1,10,1
444,2016-02-02,2016,2,2,1
445,2016-07-10,2016,7,10,3
446,2014-10-10,2014,10,10,4
447,2005-09-20,2005,9,20,3
448,2009-10-12,2009,10,12,4
449,1983-01-23,1983,1,23,1
450,1985-01-23,1985,1,23,1
451,2018-11-15,2018,11,15,4
452,2000-10-03,2000,10,3,4
453,2016-02-21,2016,2,21,1
454,2019-01-25,2019,1,25,1
455,2009-03-08,2009,3,8,1
456,2020-07-16,2020,7,16,3
457,2014-06-29,2014,6,29,2
458,2010-09-26,2010,9,26,3
459,1992-03-07,1992,3,7,1
460,2014-06-22,2014,6,22,2
461,2001-03-30,2001,3,30,1
462,1983-05-01,1983,5,1,2
463,2021-02-19,2021,2,19,1
464,2000-10-05,2000,10,5,4
465,2007-10-14,2007,10,14,4
466,2016-01-05,2016,1,5,1
467,2016-09-23,2016,9,23,3
468,2020-01-21,2020,1,21,1
469,2018-06-03,2018,6,3,2
470,2000-04-18,2000,4,18,2
471,1999-10-05,1999,10,5,4
472,2022-02-17,2022,2,17,1
473,2016-09-21,2016,9,21,3
474,2017-11-21,2017,11,21,4
475,2017-10-11,2017,10,11,4
476,2001-06-03,2001,6,3,2
477,2015-09-16,2015,9,16,3
478,2008-09-20,2008,9,20,3
479,1974-09-11,1974,9,11,3
480,1998-11-18,1998,11,18,4
481,2020-07-11,2020,7,11,3
482,2016-07-20,2016,7,20,3
483,2021-05-04,2021,5,4,2
484,2021-01-13,2021,1,13,1
485,1996-10-07,1996,10,7,4
486,2021-10-21,2021,10,21,4
487,2018-07-06,2018,7,6,3
488,2018-01-16,2018,1,16,1
489,2019-10-28,2019,10,28,4
490,2022-02-03,2022,2,3,1
491,1995-01-16,1995,1,16,1
492,2019-12-05,2019,12,5,4
493,1960-09-30,1960,9,30,3
494,2022-10-20,2022,10,20,4
495,2012-10-02,2012,10,2,4
496,2020-04-17,2020,4,17,2
497,2018-10-27,2018,10,27,4
498,2008-01-13,2008,1,13,1
499,1993-10-16,1993,10,16,4
500,2007-03-22,2007,3,22,1
501,1959-10-02,1959,10,2,4
502,2006-04-06,2006,4,6,2
503,2013-01-30,2013,1,30,1
504,2014-10-13,2014,10,13,4
505,2004-05-10,2004,5,10,2
506,2021-02-20,2021,2,20,1
507,1989-06-10,1989,6,10,2
508,2021-11-19,2021,11,19,4
509,2015-07-07,2015,7,7,3
510,2016-01-17,2016,1,17,1
511,2021-01-11,2021,1,11,1
512,2011-01-06,2011,1,6,1
513,2019-03-07,2019,3,7,1
514,2017-01-13,2017,1,13,1
515,2021-01-10,2021,1,10,1
516,2003-10-04,2003,10,4,4
517,2015-03-01,2015,3,1,1
518,2021-07-08,2021,7,8,3
519,2021-07-15,2021,7,15,3
520,2009-11-12,2009,11,12,4
521,2010-04-23,2010,4,23,2
522,2012-05-27,2012,5,27,2
523,2005-08-07,2005,8,7,3
524,2015-01-13,2015,1,13,1
525,2014-09-12,2014,9,12,3
526,2018-02-26,2018,2,26,1
527,2013-10-17,2013,10,17,4
528,2017-01-12,2017,1,12,1
529,1999-03-07,1999,3,7,1
530,2012-10-15,2012,10,15,4
531,2018-03-26,2018,3,26,1
532,2010-09-24,2010,9,24,3
533,2013-12-18,2013,12,18,4
534,2000-09-09,2000,9,9,3
535,2023-06-21,2023,6,21,2
536,2018-11-30,2018,11,30,4
537,1994-01-31,1994,1,31,1
538,1983-10-13,1983,10,13,4
539,2016-11-16,2016,11,16,4
540,2014-09-21,2014,9,21,3
541,2003-12-08,2003,12,8,4
542,1994-09-19,1994,9,19,3
543,2019-03-28,2019,3,28,1
544,2010-07-05,2010,7,5,3
545,1985-09-29,1985,9,29,3
546,2013-05-12,2013,5,12,2
547,2021-10-15,2021,10,15,4
548,1996-04-28,1996,4,28,2
549,2020-04-15,2020,4,15,2
550,2004-01-18,2004,1,18,1
551,2020-01-09,2020,1,9,1
552,2002-07-20,2002,7,20,3
553,2018-08-26,2018,8,26,3
554,2022-02-20,2022,2,20,1
555,2019-07-12,2019,7,12,3
556,2019-07-31,2019,7,31,3
557,2013-03-04,2013,3,4,1
558,2004-07-31,2004,7,31,3
559,2007-08-17,2007,8,17,3
560,2018-03-25,2018,3,25,1
561,2015-05-14,2015,5,14,2
562,2001-07-09,2001,7,9,3
563,2015-06-21,2015,6,21,2
564,2015-06-12,2015,6,12,2
565,2018-09-21,2018,9,21,3
566,1965-09-18,1965,9,18,3
567,2015-01-07,2015,1,7,1
568,2009-05-19,2009,5,19,2
569,2018-01-11,2018,1,11,1
570,2004-03-21,2004,3,21,1
571,2003-08-05,2003,8,5,3
572,2018-07-08,2018,7,8,3
573,2008-03-08,2008,3,8,1
574,2011-09-26,2011,9,26,3
575,2016-11-06,2016,11,6,4
576,2007-10-12,2007,10,12,4
577,2021-09-23,2021,9,23,3
578,1996-01-10,1996,1,10,1
579,2018-11-13,2018,11,13,4
580,2011-09-21,2011,9,21,3
581,2001-09-26,2001,9,26,3
582,2015-09-25,2015,9,25,3
583,2013-06-30,2013,6,30,2
584,2006-07-07,2006,7,7,3
585,2021-09-03,2021,9,3,3
586,2022-06-30,2022,6,30,2
587,2022-02-25,2022,2,25,1
588,1993-08-28,1993,8,28,3
589,1993-01-03,1993,1,3,1
590,1997-05-18,1997,5,18,2
591,2021-02-25,2021,2,25,1
592,2016-10-22,2016,10,22,4
593,1993-09-16,1993,9,16,3
594,1992-09-11,1992,9,11,3
595,2019-03-08,2019,3,8,1
596,2015-04-04,2015,4,4,2
597,2012-10-05,2012,10,5,4
598,2019-11-28,2019,11,28,4
599,2012-09-03,2012,9,3,3
600,2012-01-11,2012,1,11,1
601,2019-02-01,2019,2,1,1
602,2018-10-02,2018,10,2,4
603,2016-02-24,2016,2,24,1
604,2023-08-31,2023,8,31,3
605,2013-08-12,2013,8,12,3
606,1999-01-04,1999,1,4,1
607,2019-01-12,2019,1,12,1
608,2001-08-10,2001,8,10,3
609,2019-12-07,2019,12,7,4
610,2008-08-04,2008,8,4,3
611,2011-04-03,2011,4,3,2
612,2015-10-14,2015,10,14,4
613,2017-06-22,2017,6,22,2
614,2014-06-27,2014,6,27,2
615,2021-08-06,2021,8,6,3
616,1990-10-04,1990,10,4,4
617,2002-10-20,2002,10,20,4
618,1973-02-28,1973,2,28,1
619,1969-09-13,1969,9,13,3
620,2015-04-11,2015,4,11,2
621,2020-04-05,2020,4,5,2
622,2021-10-22,2021,10,22,4
623,2017-12-06,2017,12,6,4
624,2002-12-06,2002,12,6,4
625,1995-09-09,1995,9,9,3
626,2017-03-16,2017,3,16,1
627,2021-10-29,2021,10,29,4
628,2015-07-09,2015,7,9,3
629,1987-12-14,1987,12,14,4
630,2020-01-18,2020,1,18,1
631,2016-10-03,2016,10,3,4
632,1993-09-13,1993,9,13,3
633,2019-04-08,2019,4,8,2
634,2006-10-05,2006,10,5,4
635,1998-04-07,1998,4,7,2
636,1999-09-25,1999,9,25,3
637,2011-04-06,2011,4,6,2
638,1964-09-17,1964,9,17,3
639,2022-10-25,2022,10,25,4
640,2016-12-06,2016,12,6,4
641,2020-07-06,2020,7,6,3
642,2002-03-12,2002,3,12,1
643,2000-10-15,2000,10,15,4
644,1997-07-12,1997,7,12,3
645,2019-04-16,2019,4,16,2
646,2010-10-20,2010,10,20,4
647,2009-11-03,2009,11,3,4
648,2016-10-17,2016,10,17,4
649,2018-03-16,2018,3,16,1
650,2021-05-07,2021,5,7,2
651,2020-01-22,2020,1,22,1
652,2015-11-15,2015,11,15,4
653,2016-11-29,2016,11,29,4
654,1996-01-08,1996,1,8,1
655,2020-04-29,2020,4,29,2
656,1989-03-26,1989,3,26,1
657,1991-08-11,1991,8,11,3
658,2020-10-25,2020,10,25,4
659,2017-02-03,2017,2,3,1
660,2019-07-19,2019,7,19,3
661,2020-01-01,2020,1,1,1
662,2016-11-17,2016,11,17,4
663,2011-09-30,2011,9,30,3
664,2007-04-01,2007,4,1,2
665,2020-07-04,2020,7,4,3
666,2009-10-02,2009,10,2,4
667,1975-09-19,1975,9,19,3
668,2014-07-05,2014,7,5,3
669,2017-08-03,2017,8,3,3
670,2010-03-16,2010,3,16,1
671,2022-06-24,2022,6,24,2
672,2006-03-24,2006,3,24,1
673,2013-05-26,2013,5,26,2
674,2009-08-02,2009,8,2,3
675,2014-11-12,2014,11,12,4
676,2009-06-29,2009,6,29,2
677,2016-09-06,2016,9,6,3
678,2020-08-16,2020,8,16,3
679,1989-08-20,1989,8,20,3
680,2012-08-07,2012,8,7,3
681,2010-02-13,2010,2,13,1
682,2005-03-18,2005,3,18,1
683,2015-09-27,2015,9,27,3
684,2006-10-11,2006,10,11,4
685,2022-06-29,2022,6,29,2
686,2021-07-11,2021,7,11,3
687,2014-04-27,2014,4,27,2
688,2004-07-11,2004,7,11,3
689,2017-07-12,2017,7,12,3
690,2016-11-15,2016,11,15,4
691,2010-03-17,2010,3,17,1
692,2020-12-17,2020,12,17,4
693,1987-09-18,1987,9,18,3
694,2009-09-30,2009,9,30,3
695,2015-07-11,2015,7,11,3
696,2012-09-28,2012,9,28,3
697,2018-04-22,2018,4,22,2
698,1971-09-15,1971,9,15,3
699,2022-12-25,2022,12,25,4
700,2013-04-12,2013,4,12,2
701,2014-04-09,2014,4,9,2
702,2002-09-14,2002,9,14,3
703,2018-04-03,2018,4,3,2
704,2013-07-26,2013,7,26,3
705,1995-09-08,1995,9,8,3
706,2021-01-27,2021,1,27,1
707,2009-07-07,2009,7,7,3
708,2022-06-23,2022,6,23,2
709,1979-04-02,1979,4,2,2
710,2004-05-20,2004,5,20,2
711,1972-09-17,1972,9,17,3
712,1993-07-05,1993,7,5,3
713,2016-10-06,2016,10,6,4
714,2006-01-23,2006,1,23,1
715,2010-10-10,2010,10,10,4
716,1976-10-01,1976,10,1,4
717,2021-10-01,2021,10,1,4
718,2009-06-24,2009,6,24,2
719,2001-09-30,2001,9,30,3
720,2021-11-14,2021,11,14,4
721,2020-05-29,2020,5,29,2
722,2013-10-09,2013,10,9,4
723,2013-04-23,2013,4,23,2
724,2014-01-05,2014,1,5,1
725,2020-06-11,2020,6,11,2
726,2006-07-18,2006,7,18,3
727,2018-06-06,2018,6,6,2
728,2006-07-03,2006,7,3,3
729,2020-09-10,2020,9,10,3
730,2019-12-14,2019,12,14,4
731,2008-09-24,2008,9,24,3
732,1969-10-05,1969,10,5,4
733,2018-04-25,2018,4,25,2
734,2015-12-26,2015,12,26,4
735,1998-09-21,1998,9,21,3
736,2018-06-07,2018,6,7,2
737,2019-10-19,2019,10,19,4
738,1991-09-17,1991,9,17,3
739,1995-08-14,1995,8,14,3
740,2019-09-08,2019,9,8,3
741,2020-03-26,2020,3,26,1
742,1997-03-03,1997,3,3,1
743,1992-08-15,1992,8,15,3
744,2019-07-08,2019,7,8,3
745,2006-02-10,2006,2,10,1
746,2015-11-30,2015,11,30,4
747,2013-10-14,2013,10,14,4
748,2008-06-04,2008,6,4,2
749,2021-12-24,2021,12,24,4
750,2023-05-04,2023,5,4,2
751,2019-03-27,2019,3,27,1
752,2017-04-04,2017,4,4,2
753,2006-09-18,2006,9,18,3
754,2010-04-02,2010,4,2,2
755,2014-09-23,2014,9,23,3
756,2007-05-24,2007,5,24,2
757,1997-07-07,1997,7,7,3
758,2019-04-18,2019,4,18,2
759,2010-06-15,2010,6,15,2
760,2018-09-14,2018,9,14,3
761,2015-06-14,2015,6,14,2
762,1997-01-12,1997,1,12,1
763,2008-10-02,2008,10,2,4
764,2018-10-03,2018,10,3,4
765,2012-06-24,2012,6,24,2
766,1963-11-23,1963,11,23,4
767,2020-11-20,2020,11,20,4
768,1995-10-27,1995,10,27,4
769,2018-07-09,2018,7,9,3
770,2018-10-29,2018,10,29,4
771,2012-04-08,2012,4,8,2
772,1982-09-30,1982,9,30,3
773,1999-12-24,1999,12,24,4
774,2018-01-22,2018,1,22,1
775,1996-09-13,1996,9,13,3
